"id_CC_original","match_id","correcting_match","correcting_match_old","occurrenceID_master","occurrenceID","occ_match","match_status","match_quality","fieldgood","fieldbad","logodd.ratio","precent.good","percent.bad","n_keys_used","n_core_keys_used","n_candidates_final","match_keys_used","datasetName","canonicalName","year","eventDate","locality","decimalLatitude","decimalLongitude","bibliographicCitation","catalogNumber","institutionCode","Duplicate","Comment",".references",".associatedReferences",".decimalLat",".decimalLon",".locality",".year",".eventDate",".bibliographicCitation",".canonicalName",".scientificName",".catalogNumber",".recordedBy",".occurrenceID"
"6704",6445,NA,NA,"SUBPESCA.PecesContinentales2019.21530",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,6,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","galaxias platei",2012,NA,NA,-47.133062,-72.708332,"CEA (NA) Monitoreo L","21530",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6738",6475,NA,NA,"MAguilar.Lit.Review.713",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","galaxias maculatus",2013,NA,"río cisnes",-44.7530555559,-72.7063888893,"Górski K, Habit EM a","713",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6857",6588,NA,NA,"SUBPESCA.PecesContinentales2019.4781",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-1","eleginops maclovinus",2009,NA,NA,-46.842361,-72.703534,"CEA (NA) Proyecto Hi","4781",NA,NA,"Remove. There are no Eleginops maclovinus in General Carrera Lake.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6920",6647,NA,NA,"Correa.Boisjoly.collection.000355",NA,NA,"matched","3_core",9,1,0.698970004336019,69.2307692307692,7.69230769230769,3,3,1,"datasetName;canonicalName;decimalLatitude","fish database correa-boisjoly","animalia",2007,"2007-02-21","lago palos",-45.320933,-72.702733,"Correa, Cristián, Ma",NA,NA,NA,"Change canonicalName to Galaxias",NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias",NA,NA,NA,NA
"6929",6656,NA,NA,"ANGBF22346-19","angbf22346-19",TRUE,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","gbif","aplochiton taeniatus",2007,"2007-01-01",NA,-45.3209,-72.7027,NA,NA,"mined from genbank, ncbi","0","Came from Alo et al. 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6933",6657,NA,NA,"MAguilar.Lit.Review.280",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","aplochiton zebra",2007,NA,"lago los palos",-45.3208999999,-72.7026999998,"Correa, C. and Hendr","280",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6934",6658,NA,NA,"MAguilar.Lit.Review.281",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","galaxias maculatus",2007,NA,"lago los palos",-45.3208999999,-72.7026999998,"Correa, C. and Hendr","281",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6935",6659,NA,NA,"MAguilar.Lit.Review.318",NA,NA,"matched","3_core",10,0,1.04139268515823,76.9230769230769,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","galaxias platei",2007,NA,"lago los palos",-45.3208999999,-72.7026999998,"CORREA, C., BRAVO, A","318",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6936",6660,NA,NA,"MAguilar.Lit.Review.338",NA,NA,"matched","3_core",10,0,1.04139268515823,76.9230769230769,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","salmo trutta",2007,NA,"lago los palos",-45.3208999999,-72.7026999998,"CORREA, C., BRAVO, A","338",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6950",6668,NA,NA,"MMA:ICT:0001976",NA,NA,"matched","3_core",7,3,0.301029995663981,53.8461538461538,23.0769230769231,3,3,1,"datasetName;canonicalName;decimalLatitude","mma2","galaxias maculatus",2013,"2013-09-26","rio cisnes. llanura aerodromo. rio cisnes entre rio grande esperanza y desembocadura",-44.756,-72.702,"OrigenReg: Base Dato",NA,NA,"1","associated References: (Górski et al. 2015)",NA,"Górski et al. 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6978",6693,NA,NA,"SUBPESCA.PecesContinentales2019.16170",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-1","aplochiton zebra",2011,NA,NA,-47.280682,-72.701194,"CEA (NA) Monitoreo L","16170",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6979",6694,NA,NA,"SUBPESCA.PecesContinentales2019.16186",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-1","galaxias platei",2011,NA,NA,-47.280682,-72.701194,"CEA (NA) Monitoreo L","16186",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6980",6695,NA,NA,"SUBPESCA.PecesContinentales2019.16198",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-1","odontesthes hatcheri",2011,NA,NA,-47.280682,-72.701194,"CEA (NA) Monitoreo L","16198",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6983",6698,NA,NA,"SUBPESCA.PecesContinentales2019.21526",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-1","percichthys trucha",2012,NA,NA,-47.280682,-72.701194,"CEA (NA) Monitoreo L","21526",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7000",6708,NA,"good","MMA:ICT:0001975",NA,NA,"matched","4plus_core",7,3,0.301029995663981,53.8461538461538,23.0769230769231,4,4,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude","mma2","galaxias maculatus",2013,"2013-09-26","rio cisnes. estuario puerto cisnes. rio cisnes entre rio grande esperanza y desembocadura",-44.744,-72.701,"OrigenReg: Base Dato",NA,NA,"1","associated References: (Górski et al. 2015)",NA,"Górski et al. 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7002",6709,NA,NA,"SUBPESCA.PecesContinentales2019.4893",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-1","galaxias platei",2009,NA,NA,-47.280144,-72.700821,"CEA (NA) Proyecto Hi","4893",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7006",6713,NA,NA,"SUBPESCA.PecesContinentales2019.15917",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","subpesca-1","percichthys trucha",2010,NA,NA,-47.280144,-72.700821,"CEA (NA) Linea Base ","15917",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7018",6724,NA,NA,"MAguilar.Lit.Review.1058",NA,NA,"matched","3_core",7,0,0.903089986991944,53.8461538461538,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","aplochiton zebra",NA,NA,"aysén",-45.4166666669,-72.7000000003,"Rademacher K. 2007. ","1058",NA,"0","From Zama and Cardenas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7020",6726,NA,NA,"MAguilar.Lit.Review.1377",NA,NA,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","geotria australis",NA,NA,"puerto aysén",-45.4166666669,-72.7000000003,"Zama A. y Cárdenas E","1377",NA,"1","associatedReference: (Rademacher 2007)",NA,"Rademacher 2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7021",6727,NA,NA,"MAguilar.Lit.Review.1091",NA,NA,"matched","4plus_core",7,0,0.903089986991944,53.8461538461538,0,4,4,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude","agui","geotria australis",NA,NA,"puerto aysén",-45.4,-72.7000000003,"Rademacher K. 2007. ","1091",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7022",6728,NA,NA,"MAguilar.Lit.Review.139",NA,NA,"matched","3_core",10,0,1.04139268515823,76.9230769230769,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","aplochiton taeniatus",2007,NA,"aysén-palos",-45.3199999998,-72.7000000003,"Alò D, Correa C, Sam","139",NA,"0","Same reference as from Alo et al. 2013.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7023",6729,NA,NA,"MAguilar.Lit.Review.144",NA,NA,"matched","3_core",10,0,1.04139268515823,76.9230769230769,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","galaxias platei",2007,NA,"aysén-palos",-45.3199999998,-72.7000000003,"Alò D, Correa C, Sam","144",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7024",6730,NA,NA,"MAguilar.Lit.Review.145",NA,NA,"matched","3_core",10,0,1.04139268515823,76.9230769230769,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","salmo trutta",2007,NA,"aysén-palos",-45.3199999998,-72.7000000003,"Alò D, Correa C, Sam","145",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7026",NA,NA,"unlink, same colection diff batch",NA,"kc243101",NA,"no_match","no_match",NA,NA,NA,NA,NA,NA,NA,0,NA,"gbif","aplochiton taeniatus",2007,"2007",NA,-45.32,-72.7,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7031",NA,NA,NA,NA,"urn:catalog:cas:ich:78417",NA,"no_match","no_match",NA,NA,NA,NA,NA,NA,NA,0,NA,"gbif","aplochiton zebra",1919,"1919-03-10","into lago llanquihue; 74 m elev.",-41.716667,-72.7,NA,"78417","cas",NA,"Remove. out of range.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7032",NA,NA,"unlink, now out of range",NA,"urn:catalog:cas:ich:78437",NA,"no_match","no_match",NA,NA,NA,NA,NA,NA,NA,0,NA,"gbif","galaxias maculatus",1919,"1919-03-10","into lago llanquihue; 74 m elev.",-41.716667,-72.7,NA,"78437","cas",NA,"Remove. Change coordinates to -41.300000, -72.950000, out of range",NA,NA,"-41.3","-72.95",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7033",NA,NA,NA,NA,"urn:catalog:cas:ich:78457",NA,"no_match","no_match",NA,NA,NA,NA,NA,NA,NA,0,NA,"gbif","galaxias platei",1919,"1919-03-10","into lago llanquihue; 74 m elev.",-41.716667,-72.7,NA,"78457","cas",NA,"Remove. out of range.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7034",NA,NA,"unlink, now out of range",NA,"urn:catalog:cas:ich:28566",NA,"no_match","no_match",NA,NA,NA,NA,NA,NA,NA,0,NA,"gbif","trichomycterus areolatus",1919,"1919-03-10","into lago llanquihue; 74 m elev.",-41.716667,-72.7,NA,"28566","cas",NA,"Locality: Ensenada, into Laog Llanquihue. Remove, out of range. From Eigenmann.",NA,NA,NA,NA,"Ensenada, into Laog Llanquihue",NA,NA,NA,NA,NA,NA,NA,NA
"7036",6734,NA,NA,"MAguilar.Lit.Review.297",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","salmo trutta",2007,NA,"lago palos",-45.3186026458,-72.6997482612,"Correa, C. and Hendr","297",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7073",6764,NA,NA,"SUBPESCA.PecesContinentales2019.14939",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","subpesca-1","galaxias platei",2008,NA,NA,-47.131512,-72.694776,"CEA (NA) Linea Base ","14939",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7074",6765,NA,NA,"SUBPESCA.PecesContinentales2019.4847",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","subpesca-1","galaxias platei",2009,NA,NA,-47.131512,-72.694776,"CEA (NA) Proyecto Hi","4847",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7095",6782,NA,NA,"MMA:ICT:0002743",NA,NA,"matched","3_core",5,2,0.301029995663981,38.4615384615385,15.3846153846154,3,3,1,"datasetName;canonicalName;decimalLatitude","mma2","hatcheria macraei",NA,NA,"lago  general carrera. costeras entre rio avellano y rio murta",-46.468,-72.694,"OrigenReg: Publicaci",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7149",6832,NA,NA,"MMA:ICT:0000214",NA,NA,"matched","3_core",4,2,0.221848749616356,30.7692307692308,15.3846153846154,3,3,1,"datasetName;canonicalName;decimalLatitude","mma2","aplochiton zebra",NA,NA,"laguna sofía. en pequeños arroyos que fluyen hacia la laguna sofía. costeras entre rio prat chico y puerto condor",-51.511,-72.686,"FuenteReg: McDowall ",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7279",6961,NA,NA,"MAguilar.Lit.Review.1241",NA,NA,"matched","3_core",11,0,1.07918124604762,84.6153846153846,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","aplochiton zebra",2009,"2009-04-14","lenca",-41.6049999998,-72.6820000003,"Vanhaecke D, Garcia ","1241",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7287",6970,NA,NA,"SUBPESCA.PecesContinentales2019.4627",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,6,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","galaxias platei",2007,NA,NA,-47.314161,-72.681694,"CEA (NA) Proyecto Hi","4627",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7316",6999,NA,NA,"MAguilar.Lit.Review.1258",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","aplochiton zebra",NA,NA,"lenca",-41.6100000002,-72.6799999998,"Vanhaecke, D., Garci","1258",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7317",7000,NA,NA,"MAguilar.Lit.Review.1264",NA,NA,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","galaxias maculatus",NA,NA,"lenca",-41.6100000002,-72.6799999998,"Vanhaecke, D., Garci","1264",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7318",7001,NA,NA,"MAguilar.Lit.Review.1269",NA,NA,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","oncorhynchus mykiss",NA,NA,"río lenca",-41.6100000002,-72.6799999998,"Vanhaecke, D., Garci","1269",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7319",7002,NA,NA,"MAguilar.Lit.Review.1271",NA,NA,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","salmo trutta",NA,NA,"río lenca",-41.6100000002,-72.6799999998,"Vanhaecke, D., Garci","1271",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7323",7006,NA,NA,"MAguilar.Lit.Review.781",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","oncorhynchus mykiss",2006,NA,"lago toro",-51.2378459998,-72.6795190001,"Habit, E., Gonzalez,","781",NA,"1","associated Reference: (Cussac et al., 2020)",NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7325",7008,NA,NA,"MAguilar.Lit.Review.561",NA,NA,"matched","all_core_firlds",7,0,0.903089986991944,53.8461538461538,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","oncorhynchus mykiss",NA,NA,"lago toro",-51.2378459998,-72.6795190001,"Cussac, V.E.; Barran","561",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7326",7009,NA,NA,"MAguilar.Lit.Review.782",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","oncorhynchus tshawytscha",2006,NA,"lago toro",-51.2378459998,-72.6795190001,"Habit, E., Gonzalez,","782",NA,"1","associatedReferences: (Cussac et al. 2020)",NA,"Cussac et al. 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7327",7010,NA,NA,"MAguilar.Lit.Review.562",NA,NA,"matched","all_core_firlds",7,0,0.903089986991944,53.8461538461538,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","oncorhynchus tshawytscha",NA,NA,"lago toro",-51.2378459998,-72.6795190001,"Cussac, V.E.; Barran","562",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7328",7011,NA,NA,"MAguilar.Lit.Review.780",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","salmo trutta",2006,NA,"lago toro",-51.2378459998,-72.6795190001,"Habit, E., Gonzalez,","780",NA,"1","associatedReferences: (Ortiz-Sandoval et al. 2017) | (Cussac et al. 2020)",NA,"Ortiz-Sandoval et al. 2017) | (Cussac et al. 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7329",7012,NA,NA,"MAguilar.Lit.Review.1015",NA,NA,"matched","all_core_firlds",10,0,1.04139268515823,76.9230769230769,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","salmo trutta",2007,NA,"lago toro",-51.2378459998,-72.6795190001,"Ortiz-Sandoval, J., ","1015",NA,"0","associatedReferences: (Cussac et al. 2020)",NA,"Cussac et al. 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7330",7013,NA,NA,"MAguilar.Lit.Review.563",NA,NA,"matched","all_core_firlds",7,0,0.903089986991944,53.8461538461538,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","salmo trutta",NA,NA,"lago toro",-51.2378459998,-72.6795190001,"Cussac, V.E.; Barran","563",NA,"0","associatedReferences: (Ortiz-Sandoval et al. 2017) | (Cussac et al. 2020)",NA,"Ortiz-Sandoval et al. 2017) | (Cussac et al. 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7333",7016,NA,NA,"SUBPESCA.PecesContinentales2019.7094",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-1","mordacia lapicida",2009,NA,NA,-43.997104,-72.679487,"GESAM (NA) Sistema D","7094",NA,NA,"Only record in Aysén",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7344",7025,NA,NA,"SUBPESCA.PecesContinentales2019.15158",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-1","galaxias maculatus",2008,NA,NA,-45.497945,-72.677913,"CEA (NA) Linea De Ba","15158",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7412",7082,NA,NA,"SUBPESCA.PecesContinentales2019.14650",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-1","galaxias platei",2007,NA,NA,-45.533424,-72.673302,"CEA (NA) Linea De Ba","14650",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7480",7148,NA,NA,"SUBPESCA.PecesContinentales2019.14649",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-1","galaxias platei",2007,NA,NA,-45.539743,-72.667111,"CEA (NA) Linea De Ba","14649",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7523",7187,NA,NA,"MAguilar.Lit.Review.270",NA,NA,"matched","3_core",10,0,1.04139268515823,76.9230769230769,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","oncorhynchus mykiss",2007,NA,"río pangal",-41.4800000001,-72.6602999996,"Consuegra, S., Phill","270",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7540",7203,NA,NA,"SUBPESCA.PescaInvestigacion2012-2023.014",NA,NA,"matched","3_core",10,0,1.04139268515823,76.9230769230769,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-2","aplochiton zebra",2014,"2014-03-01","chaicas",-41.610767,-72.653978,"Gaman Limno Studies ",NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA
"7541",7204,NA,NA,"SUBPESCA.PescaInvestigacion2012-2023.015",NA,NA,"matched","all_core_firlds",10,0,1.04139268515823,76.9230769230769,0,9,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol;individualCount","subpesca-2","galaxias maculatus",2014,"2014-03-01","chaicas",-41.610767,-72.653978,"Gaman Limno Studies ",NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA
"7542",7205,NA,NA,"SUBPESCA.PescaInvestigacion2012-2023.023",NA,NA,"matched","all_core_firlds",10,0,1.04139268515823,76.9230769230769,0,9,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol;individualCount","subpesca-2","galaxias maculatus",2014,"2014-07-01","chaicas",-41.610767,-72.653978,"Gaman Limno Studies ",NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA
"7543",7206,NA,NA,"SUBPESCA.PescaInvestigacion2012-2023.013",NA,NA,"matched","3_core",10,0,1.04139268515823,76.9230769230769,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-2","salmo salar",2014,"2014-03-01","chaicas",-41.610767,-72.653978,"Gaman Limno Studies ",NA,NA,"1","Change Locality to Río Lenca",NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA
"7547",7210,NA,NA,"SUBPESCA.PecesContinentales2019.31201",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-1","salmo salar",2014,NA,NA,-41.610766667,-72.653977778,"Gaman Limno Studies ","31201",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7550",7213,NA,"good","CIMAR1_88_sp16","cimar1_88_sp16",TRUE,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","gbif","atheriniformes",1995,"1995-10-27",NA,-44.51,-72.6533,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7552",7215,NA,NA,"SUBPESCA.PescaInvestigacion2012-2023.020",NA,NA,"matched","3_core",10,0,1.04139268515823,76.9230769230769,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-2","salmo salar",2014,"2014-07-01","chaicas",-41.608119,-72.652683,"Gaman Limno Studies ",NA,NA,"1","Change Locality to Río Lenca",NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA
"7554",7217,NA,NA,"SUBPESCA.PescaInvestigacion2012-2023.012",NA,NA,"matched","all_core_firlds",10,0,1.04139268515823,76.9230769230769,0,10,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol;individualCount;eventDate","subpesca-2","salmo trutta",2014,"2014-03-01","chaicas",-41.608119,-72.652683,"Gaman Limno Studies ",NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA
"7555",7218,NA,NA,"SUBPESCA.PescaInvestigacion2012-2023.022",NA,NA,"matched","all_core_firlds",10,0,1.04139268515823,76.9230769230769,0,10,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol;individualCount;eventDate","subpesca-2","salmo trutta",2014,"2014-07-01","chaicas",-41.608119,-72.652683,"Gaman Limno Studies ",NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA
"7556",7219,NA,NA,"SUBPESCA.PecesContinentales2019.31203",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-1","salmo salar",2014,NA,NA,-41.608119444,-72.652518333,"Gaman Limno Studies ","31203",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7560",7223,NA,NA,"SUBPESCA.PecesContinentales2019.21492",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-1","galaxias platei",2012,NA,NA,-47.32774,-72.652074,"CEA (NA) Monitoreo L","21492",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7586",7247,NA,NA,"SUBPESCA.PecesContinentales2019.4902",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,6,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","galaxias platei",2009,NA,NA,-47.327269,-72.651473,"CEA (NA) Proyecto Hi","4902",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
